train_loss,train_acc,val_loss,val_acc
0.45216660971325157,78.69668246445498,0.3623405247926712,83.66666666666667
0.3412048877415499,84.95734597156398,0.2792358299096425,88.125
0.2922197006889994,87.30805687203791,0.25088022152582806,88.875
0.2632017011326071,88.62559241706161,0.22375615624090037,90.16666666666667
0.2452054559760749,89.4218009478673,0.20782019446293512,91.375
0.22807068804994013,90.26540284360189,0.20972253195941448,91.25
0.2141603109254656,90.98104265402844,0.19577078769604364,91.375
0.2040605613546914,91.24170616113744,0.1798604652285576,92.70833333333333
0.19787050991967955,91.62559241706161,0.1976335383951664,91.95833333333333
0.1842760046087735,92.260663507109,0.18026158834497133,93.04166666666667
0.17419546316444026,92.65402843601896,0.16207680820176998,93.375
0.16945568571017253,92.95260663507109,0.17706722921381393,93.16666666666667
0.16023078689713613,93.45971563981043,0.16709286657472452,93.04166666666667
0.1500237979242022,93.82938388625593,0.18096300990631184,92.75
0.1459336940605211,94.21800947867298,0.17547783566017947,92.75
0.1399623259584203,94.27488151658768,0.1751743998999397,92.45833333333333
0.13840811554854515,94.36018957345972,0.1732820120329658,93.04166666666667
0.12757479987367634,94.97630331753554,0.16850802674889565,93.08333333333333
0.11964034907060776,95.17061611374407,0.1946037613476316,92.33333333333333
0.12246630388484182,95.17061611374407,0.1728028974806269,93.20833333333333
0.10799572996406759,95.7867298578199,0.17782756375769773,93.5
0.10269727863336062,96.02843601895735,0.19859578801939884,93.04166666666667
0.10157104957654578,96.15165876777252,0.18586414773017168,92.70833333333333
0.09989334069969247,96.11374407582939,0.18630300679554543,93.375
0.09322139990661664,96.3696682464455,0.18546135195841393,92.95833333333333
